"V2" "V3"
"6000" 101559020 101559250
"6001" 101564100 101564290
"6002" 101564340 101564490
"6003" 101568320 101568470
"6004" 101568520 101568930
"6005" 101569020 101569190
"6006" 101569700 101569850
"6007" 101569900 101570090
"6008" 101570960 101571110
"6009" 101604860 101605010
"6010" 101610560 101610810
"6011" 101610880 101611110
"6012" 101611340 101611490
"6013" 101623140 101623450
"6014" 101624480 101624630
"6015" 101626640 101626830
"6016" 101630060 101630210
"6017" 101630280 101630430
"6018" 101644300 101644610
"6019" 101666320 101666470
"6020" 101670700 101670850
"6021" 101675460 101675610
"6022" 101678940 101679270
"6023" 101679960 101680110
"6024" 101705640 101705890
"6025" 101706100 101706410
"6026" 101706860 101707150
"6027" 101720520 101720710
"6028" 101723180 101723330
"6029" 101723820 101724090
"6030" 101724520 101724670
"6031" 101736240 101736390
"6032" 101736680 101736970
"6033" 101737280 101737490
"6034" 101737840 101738130
"6035" 101738140 101738290
"6036" 101739680 101739830
"6037" 101745540 101745690
"6038" 101751560 101751930
"6039" 101751980 101752290
"6040" 101755460 101755650
"6041" 101759880 101760030
"6042" 101760580 101760910
"6043" 101760960 101761110
"6044" 101761200 101761430
"6045" 101761540 101761770
"6046" 101762800 101763050
"6047" 101763100 101763250
"6048" 101764520 101764670
"6049" 101775300 101775630
"6050" 101779100 101779250
"6051" 101781700 101781850
"6052" 101782100 101782250
"6053" 101788260 101788570
"6054" 101789160 101789450
"6055" 101807160 101807430
"6056" 101811980 101812130
"6057" 101833060 101833210
"6058" 101841180 101841330
"6059" 101859100 101859250
"6060" 101866700 101867230
"6061" 101867640 101867910
"6062" 101889880 101890030
"6063" 101892660 101892810
"6064" 101897440 101897690
"6065" 101903080 101903270
"6066" 101903440 101903590
"6067" 101924720 101924930
"6068" 101924960 101925390
"6069" 101932160 101932510
"6070" 101946280 101946430
"6071" 101946520 101946670
"6072" 101946960 101947170
"6073" 101955480 101955750
"6074" 101958520 101958670
"6075" 101959460 101959990
"6076" 101962840 101962990
"6077" 101974100 101974330
"6078" 101983740 101983990
"6079" 101984000 101984330
"6080" 101984700 101985010
"6081" 101985060 101985210
"6082" 101994060 101994310
"6083" 102003360 102003670
"6084" 102016420 102016690
"6085" 102026420 102026710
"6086" 102028220 102028410
"6087" 102028500 102028650
"6088" 102028880 102029110
"6089" 102061560 102061770
"6090" 102061840 102062150
"6091" 102068480 102068690
"6092" 102074360 102074510
"6093" 102088460 102088690
"6094" 102098400 102098570
"6095" 102104740 102105030
"6096" 102107720 102107890
"6097" 102112100 102112290
"6098" 102113800 102113950
"6099" 102113980 102114250
"6100" 102115280 102115530
"6101" 102116060 102116210
"6102" 102122440 102122790
"6103" 102131800 102131950
"6104" 102133760 102133910
"6105" 102147620 102147770
"6106" 102148200 102148350
"6107" 102161860 102162010
"6108" 102162820 102163050
"6109" 102169020 102169170
"6110" 102188860 102189010
"6111" 102202720 102203050
"6112" 102227440 102227710
"6113" 102233760 102233910
"6114" 102236680 102236830
"6115" 102274060 102274310
"6116" 102282400 102282610
"6117" 102294260 102294430
"6118" 102325700 102325970
"6119" 102326000 102326150
"6120" 102326560 102326710
"6121" 102334620 102334910
"6122" 102338300 102338530
"6123" 102338540 102338690
"6124" 102382180 102382330
"6125" 102416540 102416690
"6126" 102426300 102426510
"6127" 102464700 102464990
"6128" 102494080 102494230
"6129" 102494300 102494470
"6130" 102531260 102531410
"6131" 102569640 102569850
"6132" 102576180 102576410
"6133" 102581000 102581150
"6134" 102581460 102581950
"6135" 102582100 102582270
"6136" 102582400 102582930
"6137" 102583740 102583890
"6138" 102583960 102584550
"6139" 102584660 102585070
"6140" 102585100 102585410
"6141" 102585560 102585710
"6142" 102586200 102586490
"6143" 102586660 102586810
"6144" 102586880 102587130
"6145" 102587960 102588110
"6146" 102615000 102615150
"6147" 102617900 102618050
"6148" 102618100 102618410
"6149" 102645800 102645950
"6150" 102651460 102651690
"6151" 102668640 102669490
"6152" 102680920 102681070
"6153" 102695740 102696130
"6154" 102704260 102704410
"6155" 102709720 102710030
"6156" 102773420 102773650
"6157" 102775860 102776110
"6158" 102790080 102790270
"6159" 102790480 102790670
"6160" 102820960 102821110
"6161" 102845580 102845730
"6162" 102860740 102860890
"6163" 102860940 102861190
"6164" 102899180 102899450
"6165" 102930160 102930530
"6166" 102959680 102959830
"6167" 102959900 102960050
"6168" 102972260 102972450
"6169" 102978060 102978210
"6170" 102978280 102978430
"6171" 102978540 102978770
"6172" 102978940 102979170
"6173" 102985040 102985290
"6174" 102985360 102985570
"6175" 102998980 102999190
"6176" 103064780 103064930
"6177" 103085280 103085550
"6178" 103085620 103085770
"6179" 103085940 103086090
"6180" 103086200 103086350
"6181" 103086600 103086770
"6182" 103086960 103087190
"6183" 103087200 103087350
"6184" 103087360 103087530
"6185" 103087540 103087690
"6186" 103114360 103114510
"6187" 103115100 103115250
"6188" 103116460 103116730
"6189" 103132740 103132990
"6190" 103136020 103136310
"6191" 103136700 103136870
"6192" 103157400 103157630
"6193" 103163400 103163630
"6194" 103173980 103174350
"6195" 103189020 103189490
"6196" 103189840 103190190
"6197" 103191200 103191450
"6198" 103199380 103199530
"6199" 103200220 103200450
"6200" 103207900 103208170
"6201" 103235120 103235390
"6202" 103235840 103236090
"6203" 103248820 103249090
"6204" 103255300 103255570
"6205" 103267900 103268170
"6206" 103268260 103268410
"6207" 103275960 103276110
"6208" 103351360 103351530
"6209" 103356420 103356570
"6210" 103357960 103358190
"6211" 103358320 103358530
"6212" 103361820 103361970
"6213" 103362260 103362410
"6214" 103363020 103363410
"6215" 103363520 103363710
"6216" 103363940 103364090
"6217" 103364160 103364570
"6218" 103364700 103364930
"6219" 103381260 103381410
"6220" 103400060 103400290
"6221" 103403580 103403730
"6222" 103424480 103424670
"6223" 103452780 103453010
"6224" 103462920 103463210
"6225" 103472200 103472470
"6226" 103476480 103476630
"6227" 103476960 103477190
"6228" 103477360 103477590
"6229" 103511380 103511530
"6230" 103582400 103582650
"6231" 103674400 103674570
"6232" 103682900 103683050
"6233" 103686960 103687110
"6234" 103790700 103790850
"6235" 103791000 103791530
"6236" 103791680 103791870
"6237" 103831260 103831410
"6238" 103857020 103857290
"6239" 103871560 103871710
"6240" 103881260 103881450
"6241" 103881580 103881810
"6242" 103888920 103889070
"6243" 103938700 103938950
"6244" 103940980 103941130
"6245" 103968780 103968930
"6246" 103989140 103989370
"6247" 103997580 103997730
"6248" 103997860 103998110
"6249" 104010440 104010590
"6250" 104019740 104019890
"6251" 104022640 104022790
"6252" 104036920 104037070
"6253" 104072580 104072870
"6254" 104074060 104074290
"6255" 104074340 104074890
"6256" 104078020 104078170
"6257" 104078180 104078490
"6258" 104093120 104093270
"6259" 104112720 104112870
"6260" 104114180 104114350
"6261" 104149160 104149310
"6262" 104150140 104150390
"6263" 104150560 104150710
"6264" 104150780 104151130
"6265" 104151920 104152070
"6266" 104189500 104189650
"6267" 104193720 104193870
"6268" 104195640 104195830
"6269" 104205780 104205930
"6270" 104211400 104211650
"6271" 104211660 104211890
"6272" 104219340 104219670
"6273" 104220700 104220910
"6274" 104220980 104221130
"6275" 104221380 104221610
"6276" 104226520 104226670
"6277" 104226840 104226990
"6278" 104227420 104227570
"6279" 104227640 104227910
"6280" 104240660 104241190
"6281" 104248920 104249130
"6282" 104249140 104249630
"6283" 104265360 104265510
"6284" 104275780 104275930
"6285" 104292000 104292150
"6286" 104292480 104292690
"6287" 104292800 104293090
"6288" 104295400 104295550
"6289" 104296360 104296650
"6290" 104311820 104311970
"6291" 104329600 104329850
"6292" 104330100 104330250
"6293" 104332060 104332210
"6294" 104336740 104336890
"6295" 104340800 104340950
"6296" 104355640 104355930
"6297" 104364000 104364490
"6298" 104364520 104364730
"6299" 104365160 104365310
"6300" 104397860 104398030
"6301" 104401840 104401990
"6302" 104440260 104440410
"6303" 104467260 104467410
"6304" 104467420 104467690
"6305" 104473600 104473910
"6306" 104474100 104474310
"6307" 104474800 104474950
"6308" 104489980 104490230
"6309" 104490500 104490750
"6310" 104499860 104500010
"6311" 104500040 104500190
"6312" 104500240 104500390
"6313" 104500500 104500710
"6314" 104500920 104501170
"6315" 104554260 104554570
"6316" 104568020 104568310
"6317" 104586460 104586690
"6318" 104604980 104605130
"6319" 104632240 104632390
"6320" 104713960 104714270
"6321" 104722120 104722310
"6322" 104735240 104735390
"6323" 104739960 104740550
"6324" 104740640 104740790
"6325" 104740840 104740990
"6326" 105015420 105015710
"6327" 105071620 105071770
"6328" 105186440 105186590
"6329" 105186660 105186810
"6330" 105209920 105210070
"6331" 105223380 105223530
"6332" 105224460 105224610
"6333" 105306580 105306730
"6334" 105331780 105331990
"6335" 105393860 105394190
"6336" 105540380 105540650
"6337" 105604380 105604530
"6338" 105651240 105651390
"6339" 105840980 105841170
"6340" 105859580 105859730
"6341" 105889360 105889590
"6342" 105914820 105915070
"6343" 105932140 105932310
"6344" 105949460 105949610
"6345" 105981520 105981670
"6346" 106082280 106082590
"6347" 106108580 106108730
"6348" 106160200 106160490
"6349" 106160500 106160650
"6350" 106219600 106219750
"6351" 106335940 106336090
"6352" 106343160 106343310
"6353" 106357920 106358110
"6354" 106551620 106551770
"6355" 106551860 106552010
"6356" 106552060 106552330
"6357" 106552540 106552690
"6358" 106554000 106554150
"6359" 106615460 106615610
"6360" 106635020 106635390
"6361" 106690840 106691010
"6362" 106746540 106746690
"6363" 106776780 106776930
"6364" 106788260 106788550
"6365" 106838640 106839010
"6366" 106850380 106850530
"6367" 106854080 106854330
"6368" 106855560 106855750
"6369" 106855940 106856090
"6370" 106856200 106856350
"6371" 106883420 106883750
"6372" 106892640 106892790
"6373" 106926380 106926530
"6374" 106939080 106939230
"6375" 106939360 106939610
"6376" 106947380 106947530
"6377" 107034040 107034190
"6378" 107065160 107065310
"6379" 107098320 107098470
"6380" 107148460 107148610
"6381" 107148840 107149050
"6382" 107149120 107149270
"6383" 107157240 107157690
"6384" 107257140 107257410
"6385" 107259960 107260210
"6386" 107370680 107370930
"6387" 107419880 107420030
"6388" 107444900 107445150
"6389" 107445180 107445330
"6390" 107462900 107463050
"6391" 107505740 107505990
"6392" 107510380 107510630
"6393" 107526420 107526810
"6394" 107543100 107543390
"6395" 107570320 107570610
"6396" 107573040 107573190
"6397" 107573440 107573590
"6398" 107594020 107594290
"6399" 107618920 107619070
"6400" 107625200 107625450
"6401" 107625580 107625790
"6402" 107625900 107626070
"6403" 107626360 107626510
"6404" 107627000 107627150
"6405" 107627260 107627410
"6406" 107652740 107652890
"6407" 107669820 107669970
"6408" 107688760 107688970
"6409" 107689100 107689250
"6410" 107689500 107689670
"6411" 107690020 107690170
"6412" 107730500 107730710
"6413" 107731040 107731370
"6414" 107753880 107754150
"6415" 107756040 107756290
"6416" 107801760 107801910
"6417" 107806180 107806330
"6418" 107809140 107809410
"6419" 107818440 107818730
"6420" 107820660 107820850
"6421" 107826440 107826970
"6422" 107828960 107829210
"6423" 107850600 107850750
"6424" 107850840 107851070
"6425" 107868700 107868850
"6426" 107883100 107883250
"6427" 107889320 107889590
"6428" 107890120 107890330
"6429" 107901980 107902130
"6430" 107902400 107902550
"6431" 107910900 107911170
"6432" 107917360 107917570
"6433" 107919420 107919710
"6434" 107919740 107919970
"6435" 107921780 107921970
"6436" 107922060 107922270
"6437" 107934880 107935030
"6438" 107944060 107944210
"6439" 107951100 107951330
"6440" 107997180 107997330
"6441" 108006560 108006850
"6442" 108007300 108007710
"6443" 108007760 108007930
"6444" 108014100 108014310
"6445" 108016700 108016850
"6446" 108031980 108032130
"6447" 108062460 108062610
"6448" 108094980 108095130
"6449" 108095360 108095510
"6450" 108118220 108118510
"6451" 108122060 108122210
"6452" 108122720 108122970
"6453" 108132500 108132650
"6454" 108133540 108133690
"6455" 108163200 108163350
"6456" 108163940 108164230
"6457" 108175900 108176130
"6458" 108176160 108176310
"6459" 108177740 108177970
"6460" 108178160 108178310
"6461" 108180620 108180770
"6462" 108188100 108188370
"6463" 108188400 108188670
"6464" 108209840 108209990
"6465" 108210040 108210350
"6466" 108229240 108229530
"6467" 108237260 108237530
"6468" 108237680 108237910
"6469" 108246020 108246170
"6470" 108282040 108282190
"6471" 108301800 108302070
"6472" 108320300 108320450
"6473" 108370900 108371250
"6474" 108371340 108371610
"6475" 108371640 108371790
"6476" 108371860 108372010
"6477" 108395780 108395930
"6478" 108399800 108400030
"6479" 108400120 108400830
"6480" 108403540 108403690
"6481" 108414140 108414290
"6482" 108418080 108418370
"6483" 108418380 108418770
"6484" 108418880 108419030
"6485" 108419520 108419670
"6486" 108452880 108453070
"6487" 108453140 108453370
"6488" 108453460 108453610
"6489" 108457180 108457590
"6490" 108457600 108457830
"6491" 108480820 108481030
"6492" 108481100 108481550
"6493" 108484560 108484750
"6494" 108545820 108546030
"6495" 108604000 108604230
"6496" 108604380 108604610
"6497" 108619560 108619710
"6498" 108634700 108634850
"6499" 108642860 108643010
"6500" 108643440 108643730
"6501" 108644060 108644290
"6502" 108644420 108644570
"6503" 108644760 108644910
"6504" 108652460 108652610
"6505" 108663820 108664070
"6506" 108664680 108664830
"6507" 108683680 108683950
"6508" 108720900 108721170
"6509" 108757240 108757390
"6510" 108761240 108761390
"6511" 108787780 108788030
"6512" 108803320 108803610
"6513" 108812280 108812530
"6514" 108854400 108854670
"6515" 108873400 108873590
"6516" 108894720 108894870
"6517" 108965880 108966050
"6518" 109046580 109046870
"6519" 109048540 109048850
"6520" 109064840 109064990
"6521" 109194900 109195170
"6522" 109249080 109249230
"6523" 109266140 109266370
"6524" 109294980 109295130
"6525" 109322840 109323150
"6526" 109323200 109323350
"6527" 109353480 109353630
"6528" 109384520 109384750
"6529" 109394960 109395110
"6530" 109411140 109411410
"6531" 109451540 109451690
"6532" 109460640 109460790
"6533" 109461740 109461890
"6534" 109463020 109463190
"6535" 109466480 109466790
"6536" 109470960 109471110
"6537" 109480080 109480350
"6538" 109480660 109480810
"6539" 109494320 109494550
"6540" 109496620 109496770
"6541" 109622160 109622310
"6542" 109622400 109622650
"6543" 109622980 109623270
"6544" 109623740 109623890
"6545" 109623920 109624090
"6546" 109624380 109624650
"6547" 109625080 109625370
"6548" 109625840 109626110
"6549" 109627040 109627190
"6550" 109631040 109631190
"6551" 109631720 109631870
"6552" 109694000 109694150
"6553" 109694280 109694530
"6554" 109712080 109712230
"6555" 109724360 109724590
"6556" 109739140 109739370
"6557" 109746640 109746790
"6558" 109763380 109763530
"6559" 109769680 109769830
"6560" 109777600 109777870
"6561" 109782440 109782710
"6562" 109782820 109783010
"6563" 109804480 109804650
"6564" 109806160 109806310
"6565" 109806340 109806570
"6566" 109807240 109807630
"6567" 109821600 109821750
"6568" 109849600 109849890
"6569" 109864600 109864750
"6570" 109889920 109890190
"6571" 109899740 109899890
"6572" 109899940 109900190
"6573" 109901080 109901230
"6574" 109904300 109904550
"6575" 109904600 109904810
"6576" 109909040 109909190
"6577" 109917760 109918170
"6578" 109920340 109920550
"6579" 109920640 109920890
"6580" 109920900 109921050
"6581" 109934540 109934730
"6582" 109935000 109935150
"6583" 109943260 109943410
"6584" 109955600 109955750
"6585" 109975820 109976030
"6586" 109984480 109984630
"6587" 109984640 109984910
"6588" 109985120 109985350
"6589" 109989920 109990070
"6590" 110001820 110002090
"6591" 110003740 110003950
"6592" 110009180 110009550
"6593" 110014100 110014250
"6594" 110023040 110023370
"6595" 110036460 110036750
"6596" 110045040 110045190
"6597" 110046060 110046370
"6598" 110057120 110057270
"6599" 110061500 110062050
"6600" 110075140 110075290
"6601" 110099300 110099550
"6602" 110100000 110100150
"6603" 110101640 110101830
"6604" 110102020 110102250
"6605" 110102580 110102850
"6606" 110102880 110103030
"6607" 110103540 110103730
"6608" 110112780 110113070
"6609" 110128820 110128970
"6610" 110148540 110148770
"6611" 110152000 110152150
"6612" 110152460 110152610
"6613" 110172520 110172670
"6614" 110184540 110184770
"6615" 110187280 110187430
"6616" 110187580 110187830
"6617" 110188320 110188470
"6618" 110222760 110222950
"6619" 110227580 110227730
"6620" 110227900 110228170
"6621" 110228320 110228750
"6622" 110232300 110232450
"6623" 110242740 110242890
"6624" 110242980 110243130
"6625" 110243380 110243650
"6626" 110246480 110246710
"6627" 110249700 110249850
"6628" 110249900 110250130
"6629" 110250300 110250450
"6630" 110250840 110251150
"6631" 110251220 110251370
"6632" 110251680 110251830
"6633" 110252000 110252150
"6634" 110252760 110252910
"6635" 110266840 110266990
"6636" 110302060 110302310
"6637" 110329020 110329170
"6638" 110386800 110386950
"6639" 110390160 110390310
"6640" 110391140 110391290
"6641" 110397940 110398090
"6642" 110399640 110399790
"6643" 110399860 110400110
"6644" 110437180 110437450
"6645" 110460240 110460390
"6646" 110473840 110473990
"6647" 110474700 110474970
"6648" 110496700 110496850
"6649" 110497020 110497290
"6650" 110497620 110497910
"6651" 110500840 110501070
"6652" 110502000 110502250
"6653" 110512020 110512170
"6654" 110546820 110547110
"6655" 110551360 110551510
"6656" 110562780 110562930
"6657" 110572460 110572650
"6658" 110582060 110582210
"6659" 110582260 110582410
"6660" 110588520 110588670
"6661" 110618920 110619190
"6662" 110623380 110623670
"6663" 110623900 110624070
"6664" 110638060 110638210
"6665" 110643700 110643890
"6666" 110657780 110658090
"6667" 110680680 110680830
"6668" 110681840 110681990
"6669" 110707860 110708150
"6670" 110723200 110723350
"6671" 110738920 110739070
"6672" 110751880 110752030
"6673" 110762200 110762390
"6674" 110765180 110765410
"6675" 110803980 110804130
"6676" 110814660 110814810
"6677" 110818820 110818970
"6678" 110819860 110820010
"6679" 110822500 110822690
"6680" 110846740 110846930
"6681" 110850060 110850270
"6682" 110851280 110851470
"6683" 110868320 110868570
"6684" 110887880 110888150
"6685" 110904660 110904950
"6686" 110905140 110905450
"6687" 110947200 110947650
"6688" 110970600 110970750
"6689" 111010000 111010150
"6690" 111032180 111032450
"6691" 111032480 111032630
"6692" 111033560 111033750
"6693" 111034560 111034710
"6694" 111034860 111035130
"6695" 111035200 111035350
"6696" 111045220 111045630
"6697" 111049720 111049870
"6698" 111092840 111093090
"6699" 111144620 111144770
"6700" 111162580 111162890
"6701" 111172520 111172710
"6702" 111175120 111175350
"6703" 111177900 111178050
"6704" 111178620 111179030
"6705" 111196360 111196990
"6706" 111204280 111204430
"6707" 111206120 111206390
"6708" 111206580 111206790
"6709" 111206860 111207010
"6710" 111211440 111211590
"6711" 111219800 111219950
"6712" 111229960 111230230
"6713" 111230460 111230610
"6714" 111230660 111230930
"6715" 111234720 111234870
"6716" 111240560 111240710
"6717" 111240800 111241250
"6718" 111265140 111265290
"6719" 111273500 111273650
"6720" 111275080 111275350
"6721" 111278200 111278470
"6722" 111283640 111283790
"6723" 111297200 111297410
"6724" 111297440 111297590
"6725" 111297880 111298170
"6726" 111301100 111301370
"6727" 111305460 111305710
"6728" 111313740 111313910
"6729" 111328140 111328350
"6730" 111328440 111328590
"6731" 111342440 111342590
"6732" 111398180 111398330
"6733" 111398380 111398570
"6734" 111406380 111406530
"6735" 111433560 111433790
"6736" 111437160 111437310
"6737" 111444720 111444870
"6738" 111484720 111484890
"6739" 111506300 111506630
"6740" 111509140 111509290
"6741" 111509360 111509570
"6742" 111517800 111517990
"6743" 111519060 111519350
"6744" 111523460 111523610
"6745" 111524140 111524350
"6746" 111524620 111524770
"6747" 111525020 111525170
"6748" 111529060 111529290
"6749" 111539060 111539210
"6750" 111539560 111539810
"6751" 111541980 111542130
"6752" 111546080 111546230
"6753" 111550040 111550190
"6754" 111550260 111550410
"6755" 111558660 111558890
"6756" 111562920 111563070
"6757" 111576360 111576590
"6758" 111576680 111576830
"6759" 111577540 111577690
"6760" 111598500 111598650
"6761" 111598660 111598810
"6762" 111599800 111599990
"6763" 111602860 111603010
"6764" 111612640 111612890
"6765" 111616400 111616670
"6766" 111621960 111622110
"6767" 111626740 111627230
"6768" 111628180 111628330
"6769" 111638880 111639110
"6770" 111651820 111652130
"6771" 111653480 111653630
"6772" 111663200 111663470
"6773" 111671020 111671230
"6774" 111695680 111696450
"6775" 111713500 111713750
"6776" 111716100 111716250
"6777" 111716340 111716570
"6778" 111716720 111716870
"6779" 111734960 111735110
"6780" 111735200 111735350
"6781" 111763580 111763850
"6782" 111774780 111775090
"6783" 111775180 111775490
"6784" 111805980 111806130
"6785" 111816000 111816150
"6786" 111826120 111826410
"6787" 111827500 111827650
"6788" 111848560 111849010
"6789" 111860440 111860590
"6790" 111860980 111861290
"6791" 111870860 111871010
"6792" 111880640 111880790
"6793" 111881620 111881850
"6794" 111881920 111882370
"6795" 111895060 111895350
"6796" 111896700 111896850
"6797" 111906280 111906510
"6798" 111907260 111907410
"6799" 111928640 111928790
"6800" 111942520 111942670
"6801" 111942940 111943110
"6802" 111945120 111945430
"6803" 111945500 111945730
"6804" 111945860 111946110
"6805" 111949140 111949410
"6806" 111955080 111955310
"6807" 111959600 111959750
"6808" 111961320 111961610
"6809" 111964720 111964870
"6810" 111967860 111968150
"6811" 111968980 111969270
"6812" 112006180 112006790
"6813" 112006900 112007090
"6814" 112007260 112007590
"6815" 112008140 112008290
"6816" 112010320 112010590
"6817" 112010720 112010870
"6818" 112011960 112012230
"6819" 112012940 112013090
"6820" 112013880 112014030
"6821" 112014860 112015010
"6822" 112015920 112016350
"6823" 112019400 112019690
"6824" 112039760 112039910
"6825" 112066460 112066610
"6826" 112072240 112072390
"6827" 112074360 112074510
"6828" 112075840 112075990
"6829" 112078620 112078890
"6830" 112080080 112080230
"6831" 112080400 112080550
"6832" 112080600 112080750
"6833" 112081760 112082210
"6834" 112082220 112082490
"6835" 112082580 112082870
"6836" 112083300 112083510
"6837" 112083800 112083950
"6838" 112093660 112093810
"6839" 112105220 112105370
"6840" 112107780 112108050
"6841" 112108120 112108390
"6842" 112135380 112135530
"6843" 112137240 112137390
"6844" 112143720 112143870
"6845" 112163180 112163330
"6846" 112163820 112164030
"6847" 112164180 112164410
"6848" 112172400 112172750
"6849" 112173540 112173690
"6850" 112173760 112173910
"6851" 112174240 112174490
"6852" 112176520 112176770
"6853" 112177800 112177950
"6854" 112202680 112202930
"6855" 112203080 112203310
"6856" 112203620 112203890
"6857" 112213940 112214210
"6858" 112217720 112218030
"6859" 112218220 112218590
"6860" 112220000 112220150
"6861" 112221400 112221670
"6862" 112221720 112222010
"6863" 112232020 112232230
"6864" 112232400 112232550
"6865" 112244700 112245050
"6866" 112255980 112256130
"6867" 112269580 112269730
"6868" 112276200 112276350
"6869" 112280120 112280270
"6870" 112282440 112282590
"6871" 112282840 112283050
"6872" 112283240 112283410
"6873" 112283420 112283570
"6874" 112303780 112304030
"6875" 112322760 112323050
"6876" 112330760 112330910
"6877" 112336380 112336570
"6878" 112336660 112336890
"6879" 112346540 112346810
"6880" 112362400 112362730
"6881" 112389420 112389590
"6882" 112391980 112392130
"6883" 112402480 112402690
"6884" 112415320 112415590
"6885" 112415720 112415870
"6886" 112415900 112416050
"6887" 112460300 112460630
"6888" 112467780 112468070
"6889" 112477780 112477930
"6890" 112483360 112483510
"6891" 112500460 112500610
"6892" 112513620 112513870
"6893" 112514980 112515210
"6894" 112524880 112525030
"6895" 112528520 112528670
"6896" 112541800 112541950
"6897" 112542000 112542270
"6898" 112542320 112542550
"6899" 112542700 112542850
"6900" 112542880 112543030
"6901" 112553640 112553810
"6902" 112557060 112557350
"6903" 112579540 112579690
"6904" 112580200 112580450
"6905" 112580600 112580890
"6906" 112583940 112584090
"6907" 112616320 112616470
"6908" 112620880 112621030
"6909" 112621800 112622030
"6910" 112622380 112622530
"6911" 112622900 112623050
"6912" 112623760 112623970
"6913" 112624780 112625110
"6914" 112642700 112642850
"6915" 112642900 112643150
"6916" 112643200 112643390
"6917" 112643460 112643770
"6918" 112650160 112650550
"6919" 112665180 112665430
"6920" 112665500 112665690
"6921" 112665900 112666110
"6922" 112667460 112667610
"6923" 112669100 112669370
"6924" 112673480 112673630
"6925" 112678640 112678790
"6926" 112685660 112685910
"6927" 112704000 112704150
"6928" 112716140 112716550
"6929" 112719880 112720030
"6930" 112729320 112729510
"6931" 112731420 112731690
"6932" 112734720 112735030
"6933" 112768980 112769270
"6934" 112775740 112775890
"6935" 112803280 112803430
"6936" 112809980 112810130
"6937" 112810540 112810710
"6938" 112810940 112811090
"6939" 112811900 112812170
"6940" 112819640 112819790
"6941" 112820700 112820950
"6942" 112830600 112830870
"6943" 112831800 112832110
"6944" 112843760 112843910
"6945" 112850140 112850290
"6946" 112852380 112852550
"6947" 112855180 112855430
"6948" 112861780 112862050
"6949" 112876140 112876290
"6950" 112877220 112877410
"6951" 112877520 112877670
"6952" 112889540 112890050
"6953" 112893460 112893610
"6954" 112902640 112903030
"6955" 112904060 112904210
"6956" 112905240 112905490
"6957" 112905620 112905770
"6958" 112906300 112906610
"6959" 112914800 112915150
"6960" 112915240 112915490
"6961" 112937500 112937810
"6962" 112945020 112945170
"6963" 112945180 112945330
"6964" 112945560 112945770
"6965" 112945860 112946010
"6966" 112951200 112951350
"6967" 112960160 112960430
"6968" 112979220 112979370
"6969" 112980000 112980230
"6970" 112980360 112980510
"6971" 112991280 112991510
"6972" 112997660 112997810
"6973" 113017820 113017970
"6974" 113018240 113018610
"6975" 113019940 113020090
"6976" 113083420 113083570
"6977" 113086140 113086350
"6978" 113100020 113100230
"6979" 113102660 113102950
"6980" 113103400 113103550
"6981" 113188400 113188690
"6982" 113188740 113188890
"6983" 113189140 113189290
"6984" 113189860 113190090
"6985" 113191820 113192070
"6986" 113212580 113212730
"6987" 113214180 113214430
"6988" 113214540 113215010
"6989" 113293560 113293830
"6990" 113305340 113305570
"6991" 113305880 113306150
"6992" 113307100 113307250
"6993" 113342020 113342290
"6994" 113345520 113345870
"6995" 113367000 113367170
"6996" 113385820 113386030
"6997" 113386160 113386310
"6998" 113386460 113386610
"6999" 113386720 113386870
"7000" 113388540 113388750
"7001" 113389040 113389190
"7002" 113399820 113399970
"7003" 113400680 113400990
"7004" 113415960 113416230
"7005" 113474640 113474850
"7006" 113493740 113494070
"7007" 113494080 113494230
"7008" 113539500 113539650
"7009" 113590680 113590970
"7010" 113604480 113604730
"7011" 113613140 113613290
"7012" 113637660 113637950
"7013" 113640480 113640630
"7014" 113642680 113642890
"7015" 113674620 113674770
"7016" 113682020 113682230
"7017" 113695140 113695290
"7018" 113695720 113695870
"7019" 113721380 113721590
"7020" 113741240 113741390
"7021" 113755800 113755950
"7022" 113792840 113792990
"7023" 113798340 113798490
"7024" 113798820 113799190
"7025" 113799720 113799870
"7026" 113800060 113800490
"7027" 113800620 113800970
"7028" 113801240 113801530
"7029" 113801780 113802030
"7030" 113818780 113819070
"7031" 113831300 113831490
"7032" 113836720 113837070
"7033" 113856920 113857070
"7034" 113857340 113857650
"7035" 113904920 113905070
"7036" 113911320 113911910
"7037" 113913880 113914150
"7038" 113961440 113961630
"7039" 114021220 114021370
"7040" 114049220 114049510
"7041" 114061700 114061930
"7042" 114062020 114062190
"7043" 114062340 114062790
"7044" 114091900 114092090
"7045" 114118800 114119110
"7046" 114123160 114123310
"7047" 114132260 114132410
"7048" 114133680 114133830
"7049" 114137340 114137510
"7050" 114148440 114148590
"7051" 114157080 114157230
"7052" 114159220 114159450
"7053" 114162360 114162630
"7054" 114174580 114174830
"7055" 114181100 114181250
"7056" 114218860 114219010
"7057" 114244140 114244290
"7058" 114246420 114246830
"7059" 114287760 114288010
"7060" 114288060 114288210
"7061" 114335340 114335490
"7062" 114336140 114336290
"7063" 114360100 114360330
"7064" 114360460 114360790
"7065" 114361520 114361670
"7066" 114361700 114361850
"7067" 114362020 114362170
"7068" 114375940 114376270
"7069" 114383960 114384110
"7070" 114384280 114384490
"7071" 114384640 114384790
"7072" 114384980 114385130
"7073" 114389900 114390110
"7074" 114393300 114393890
"7075" 114423580 114423770
